security_type,exchange,code,symbol,name,category,currency,delivery_month,delivery_date,strike_price,option_right,underlying_kind,underlying_code,unit,multiplier,limit_up,limit_down,reference,update_date,margin_trading_balance,short_selling_balance,day_trade,target_code
OPT,TAIFEX,CGO00250I5,CGO2025092500C,仁寶選擇權09月25.0C,CGO,TWD,202509,2025/09/17,25.0,C,S,2324,1,0,5.5,0.01,2.76,2025/09/12,0,0,No,
OPT,TAIFEX,CGO00260I5,CGO2025092600C,仁寶選擇權09月26.0C,CGO,TWD,202509,2025/09/17,26.0,C,S,2324,1,0,4.51,0.01,1.76,2025/09/12,0,0,No,
OPT,TAIFEX,CGO00310I5,CGO2025093100C,仁寶選擇權09月31.0C,CGO,TWD,202509,2025/09/17,31.0,C,S,2324,1,0,2.76,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CGO00290U5,CGO2025092900P,仁寶選擇權09月29.0P,CGO,TWD,202509,2025/09/17,29.0,P,S,2324,1,0,4.0,0.01,1.25,2025/09/12,0,0,No,
OPT,TAIFEX,CGO00300X5,CGO2025123000P,仁寶選擇權12月30.0P,CGO,TWD,202512,2025/12/17,30.0,P,S,2324,1,0,5.15,0.01,2.42,2025/09/12,0,0,No,
OPT,TAIFEX,CGO00220X5,CGO2025122200P,仁寶選擇權12月22.0P,CGO,TWD,202512,2025/12/17,22.0,P,S,2324,1,0,2.76,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CGO00240I5,CGO2025092400C,仁寶選擇權09月24.0C,CGO,TWD,202509,2025/09/17,24.0,C,S,2324,1,0,6.5,1.01,3.76,2025/09/12,0,0,No,
OPT,TAIFEX,CHA00120I5,CHA2025091200C,友達選擇權09月12.0C,CHA,TWD,202509,2025/09/17,12.0,C,S,2409,1,0,1.85,0.01,0.65,2025/09/12,0,0,No,
OPT,TAIFEX,CHA00115I5,CHA2025091150C,友達選擇權09月11.5C,CHA,TWD,202509,2025/09/17,11.5,C,S,2409,1,0,2.31,0.01,1.11,2025/09/12,0,0,No,
OPT,TAIFEX,CHA00130I5,CHA2025091300C,友達選擇權09月13.0C,CHA,TWD,202509,2025/09/17,13.0,C,S,2409,1,0,1.29,0.01,0.09,2025/09/12,0,0,No,
OPT,TAIFEX,CHA00110I5,CHA2025091100C,友達選擇權09月11.0C,CHA,TWD,202509,2025/09/17,11.0,C,S,2409,1,0,2.81,0.41,1.61,2025/09/12,0,0,No,
OPT,TAIFEX,CHA00125I5,CHA2025091250C,友達選擇權09月12.5C,CHA,TWD,202509,2025/09/17,12.5,C,S,2409,1,0,1.49,0.01,0.29,2025/09/12,0,0,No,
OPT,TAIFEX,CHA00135I5,CHA2025091350C,友達選擇權09月13.5C,CHA,TWD,202509,2025/09/17,13.5,C,S,2409,1,0,1.22,0.01,0.02,2025/09/12,0,0,No,
OPT,TAIFEX,CHA00140I5,CHA2025091400C,友達選擇權09月14.0C,CHA,TWD,202509,2025/09/17,14.0,C,S,2409,1,0,1.21,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00145V5,CHO2025101450P,友達選擇權10月14.5P,CHO,TWD,202510,2025/10/15,14.5,P,S,2409,1,0,3.4,1.0,2.2,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00155I5,CHO2025091550C,友達選擇權09月15.5C,CHO,TWD,202509,2025/09/17,15.5,C,S,2409,1,0,1.21,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00098U5,CHO202509980P,友達選擇權09月9.8P,CHO,TWD,202509,2025/09/17,9.8,P,S,2409,1,0,1.21,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00105V5,CHO2025101050P,友達選擇權10月10.5P,CHO,TWD,202510,2025/10/15,10.5,P,S,2409,1,0,1.22,0.01,0.02,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00110I5,CHO2025091100C,友達選擇權09月11.0C,CHO,TWD,202509,2025/09/17,11.0,C,S,2409,1,0,2.5,0.1,1.3,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00150J5,CHO2025101500C,友達選擇權10月15.0C,CHO,TWD,202510,2025/10/15,15.0,C,S,2409,1,0,1.22,0.01,0.02,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00125V5,CHO2025101250P,友達選擇權10月12.5P,CHO,TWD,202510,2025/10/15,12.5,P,S,2409,1,0,1.74,0.01,0.54,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00130J5,CHO2025101300C,友達選擇權10月13.0C,CHO,TWD,202510,2025/10/15,13.0,C,S,2409,1,0,1.46,0.01,0.26,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00105U5,CHO2025091050P,友達選擇權09月10.5P,CHO,TWD,202509,2025/09/17,10.5,P,S,2409,1,0,1.21,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00145I5,CHO2025091450C,友達選擇權09月14.5C,CHO,TWD,202509,2025/09/17,14.5,C,S,2409,1,0,1.21,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00125J5,CHO2025101250C,友達選擇權10月12.5C,CHO,TWD,202510,2025/10/15,12.5,C,S,2409,1,0,1.63,0.01,0.43,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00150U5,CHO2025091500P,友達選擇權09月15.0P,CHO,TWD,202509,2025/09/17,15.0,P,S,2409,1,0,3.9,1.5,2.7,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00140U5,CHO2025091400P,友達選擇權09月14.0P,CHO,TWD,202509,2025/09/17,14.0,P,S,2409,1,0,2.9,0.5,1.7,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00155V5,CHO2025101550P,友達選擇權10月15.5P,CHO,TWD,202510,2025/10/15,15.5,P,S,2409,1,0,4.38,1.98,3.18,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00100V5,CHO2025101000P,友達選擇權10月10.0P,CHO,TWD,202510,2025/10/15,10.0,P,S,2409,1,0,1.21,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00130X5,CHO2025121300P,友達選擇權12月13.0P,CHO,TWD,202512,2025/12/17,13.0,P,S,2409,1,0,2.35,0.01,1.15,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00100L5,CHO2025121000C,友達選擇權12月10.0C,CHO,TWD,202512,2025/12/17,10.0,C,S,2409,1,0,3.67,1.27,2.47,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00145J5,CHO2025101450C,友達選擇權10月14.5C,CHO,TWD,202510,2025/10/15,14.5,C,S,2409,1,0,1.24,0.01,0.04,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00140X5,CHO2025121400P,友達選擇權12月14.0P,CHO,TWD,202512,2025/12/17,14.0,P,S,2409,1,0,3.09,0.69,1.89,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00110X5,CHO2025121100P,友達選擇權12月11.0P,CHO,TWD,202512,2025/12/17,11.0,P,S,2409,1,0,1.44,0.01,0.24,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00130U5,CHO2025091300P,友達選擇權09月13.0P,CHO,TWD,202509,2025/09/17,13.0,P,S,2409,1,0,1.91,0.01,0.71,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00135J5,CHO2025101350C,友達選擇權10月13.5C,CHO,TWD,202510,2025/10/15,13.5,C,S,2409,1,0,1.34,0.01,0.14,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00130L5,CHO2025121300C,友達選擇權12月13.0C,CHO,TWD,202512,2025/12/17,13.0,C,S,2409,1,0,1.84,0.01,0.64,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00155U5,CHO2025091550P,友達選擇權09月15.5P,CHO,TWD,202509,2025/09/17,15.5,P,S,2409,1,0,4.4,2.0,3.2,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00155J5,CHO2025101550C,友達選擇權10月15.5C,CHO,TWD,202510,2025/10/15,15.5,C,S,2409,1,0,1.21,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00135V5,CHO2025101350P,友達選擇權10月13.5P,CHO,TWD,202510,2025/10/15,13.5,P,S,2409,1,0,2.47,0.07,1.27,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00096X5,CHO202512960P,友達選擇權12月9.6P,CHO,TWD,202512,2025/12/17,9.6,P,S,2409,1,0,1.24,0.01,0.04,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00120X5,CHO2025121200P,友達選擇權12月12.0P,CHO,TWD,202512,2025/12/17,12.0,P,S,2409,1,0,1.8,0.01,0.6,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00140J5,CHO2025101400C,友達選擇權10月14.0C,CHO,TWD,202510,2025/10/15,14.0,C,S,2409,1,0,1.27,0.01,0.07,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00130I5,CHO2025091300C,友達選擇權09月13.0C,CHO,TWD,202509,2025/09/17,13.0,C,S,2409,1,0,1.23,0.01,0.03,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00160L5,CHO2025121600C,友達選擇權12月16.0C,CHO,TWD,202512,2025/12/17,16.0,C,S,2409,1,0,1.3,0.01,0.1,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00110V5,CHO2025101100P,友達選擇權10月11.0P,CHO,TWD,202510,2025/10/15,11.0,P,S,2409,1,0,1.25,0.01,0.05,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00150L5,CHO2025121500C,友達選擇權12月15.0C,CHO,TWD,202512,2025/12/17,15.0,C,S,2409,1,0,1.39,0.01,0.19,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00150X5,CHO2025121500P,友達選擇權12月15.0P,CHO,TWD,202512,2025/12/17,15.0,P,S,2409,1,0,3.94,1.54,2.74,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00120I5,CHO2025091200C,友達選擇權09月12.0C,CHO,TWD,202509,2025/09/17,12.0,C,S,2409,1,0,1.61,0.01,0.41,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00110U5,CHO2025091100P,友達選擇權09月11.0P,CHO,TWD,202509,2025/09/17,11.0,P,S,2409,1,0,1.21,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00098I5,CHO202509980C,友達選擇權09月9.8C,CHO,TWD,202509,2025/09/17,9.8,C,S,2409,1,0,3.7,1.3,2.5,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00125I5,CHO2025091250C,友達選擇權09月12.5C,CHO,TWD,202509,2025/09/17,12.5,C,S,2409,1,0,1.34,0.01,0.14,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00150V5,CHO2025101500P,友達選擇權10月15.0P,CHO,TWD,202510,2025/10/15,15.0,P,S,2409,1,0,3.88,1.48,2.68,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00140I5,CHO2025091400C,友達選擇權09月14.0C,CHO,TWD,202509,2025/09/17,14.0,C,S,2409,1,0,1.21,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00100U5,CHO2025091000P,友達選擇權09月10.0P,CHO,TWD,202509,2025/09/17,10.0,P,S,2409,1,0,1.21,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00100X5,CHO2025121000P,友達選擇權12月10.0P,CHO,TWD,202512,2025/12/17,10.0,P,S,2409,1,0,1.27,0.01,0.07,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00100I5,CHO2025091000C,友達選擇權09月10.0C,CHO,TWD,202509,2025/09/17,10.0,C,S,2409,1,0,3.5,1.1,2.3,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00115U5,CHO2025091150P,友達選擇權09月11.5P,CHO,TWD,202509,2025/09/17,11.5,P,S,2409,1,0,1.21,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00096L5,CHO202512960C,友達選擇權12月9.6C,CHO,TWD,202512,2025/12/17,9.6,C,S,2409,1,0,4.02,1.62,2.82,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00115V5,CHO2025101150P,友達選擇權10月11.5P,CHO,TWD,202510,2025/10/15,11.5,P,S,2409,1,0,1.34,0.01,0.14,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00140V5,CHO2025101400P,友達選擇權10月14.0P,CHO,TWD,202510,2025/10/15,14.0,P,S,2409,1,0,2.92,0.52,1.72,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00135I5,CHO2025091350C,友達選擇權09月13.5C,CHO,TWD,202509,2025/09/17,13.5,C,S,2409,1,0,1.21,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00140L5,CHO2025121400C,友達選擇權12月14.0C,CHO,TWD,202512,2025/12/17,14.0,C,S,2409,1,0,1.56,0.01,0.36,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00160X5,CHO2025121600P,友達選擇權12月16.0P,CHO,TWD,202512,2025/12/17,16.0,P,S,2409,1,0,4.87,2.47,3.67,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00105I5,CHO2025091050C,友達選擇權09月10.5C,CHO,TWD,202509,2025/09/17,10.5,C,S,2409,1,0,3.0,0.6,1.8,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00125U5,CHO2025091250P,友達選擇權09月12.5P,CHO,TWD,202509,2025/09/17,12.5,P,S,2409,1,0,1.51,0.01,0.31,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00120J5,CHO2025101200C,友達選擇權10月12.0C,CHO,TWD,202510,2025/10/15,12.0,C,S,2409,1,0,1.88,0.01,0.68,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00145U5,CHO2025091450P,友達選擇權09月14.5P,CHO,TWD,202509,2025/09/17,14.5,P,S,2409,1,0,3.4,1.0,2.2,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00130V5,CHO2025101300P,友達選擇權10月13.0P,CHO,TWD,202510,2025/10/15,13.0,P,S,2409,1,0,2.07,0.01,0.87,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00110L5,CHO2025121100C,友達選擇權12月11.0C,CHO,TWD,202512,2025/12/17,11.0,C,S,2409,1,0,2.9,0.5,1.7,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00120L5,CHO2025121200C,友達選擇權12月12.0C,CHO,TWD,202512,2025/12/17,12.0,C,S,2409,1,0,2.28,0.01,1.08,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00115J5,CHO2025101150C,友達選擇權10月11.5C,CHO,TWD,202510,2025/10/15,11.5,C,S,2409,1,0,2.21,0.01,1.01,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00110J5,CHO2025101100C,友達選擇權10月11.0C,CHO,TWD,202510,2025/10/15,11.0,C,S,2409,1,0,2.6,0.2,1.4,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00150I5,CHO2025091500C,友達選擇權09月15.0C,CHO,TWD,202509,2025/09/17,15.0,C,S,2409,1,0,1.21,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00120U5,CHO2025091200P,友達選擇權09月12.0P,CHO,TWD,202509,2025/09/17,12.0,P,S,2409,1,0,1.28,0.01,0.08,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00100J5,CHO2025101000C,友達選擇權10月10.0C,CHO,TWD,202510,2025/10/15,10.0,C,S,2409,1,0,3.52,1.12,2.32,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00135U5,CHO2025091350P,友達選擇權09月13.5P,CHO,TWD,202509,2025/09/17,13.5,P,S,2409,1,0,2.4,0.01,1.2,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00120V5,CHO2025101200P,友達選擇權10月12.0P,CHO,TWD,202510,2025/10/15,12.0,P,S,2409,1,0,1.49,0.01,0.29,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00115I5,CHO2025091150C,友達選擇權09月11.5C,CHO,TWD,202509,2025/09/17,11.5,C,S,2409,1,0,2.02,0.01,0.82,2025/09/12,0,0,No,
OPT,TAIFEX,CHO00105J5,CHO2025101050C,友達選擇權10月10.5C,CHO,TWD,202510,2025/10/15,10.5,C,S,2409,1,0,3.05,0.65,1.85,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00260V5,CJO2025102600P,華南金選擇權10月26.0P,CJO,TWD,202510,2025/10/15,26.0,P,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00280V5,CJO2025102800P,華南金選擇權10月28.0P,CJO,TWD,202510,2025/10/15,28.0,P,S,2880,1,0,3.02,0.01,0.07,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00270V5,CJO2025102700P,華南金選擇權10月27.0P,CJO,TWD,202510,2025/10/15,27.0,P,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00245V5,CJO2025102450P,華南金選擇權10月24.5P,CJO,TWD,202510,2025/10/15,24.5,P,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00260X5,CJO2025122600P,華南金選擇權12月26.0P,CJO,TWD,202512,2025/12/17,26.0,P,S,2880,1,0,2.99,0.01,0.04,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00250U5,CJO2025092500P,華南金選擇權09月25.0P,CJO,TWD,202509,2025/09/17,25.0,P,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00230I5,CJO2025092300C,華南金選擇權09月23.0C,CJO,TWD,202509,2025/09/17,23.0,C,S,2880,1,0,9.45,3.55,6.5,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00360L5,CJO2025123600C,華南金選擇權12月36.0C,CJO,TWD,202512,2025/12/17,36.0,C,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00340I5,CJO2025093400C,華南金選擇權09月34.0C,CJO,TWD,202509,2025/09/17,34.0,C,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00230L5,CJO2025122300C,華南金選擇權12月23.0C,CJO,TWD,202512,2025/12/17,23.0,C,S,2880,1,0,9.55,3.65,6.6,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00340J5,CJO2025103400C,華南金選擇權10月34.0C,CJO,TWD,202510,2025/10/15,34.0,C,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00300V5,CJO2025103000P,華南金選擇權10月30.0P,CJO,TWD,202510,2025/10/15,30.0,P,S,2880,1,0,3.73,0.01,0.78,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00280I5,CJO2025092800C,華南金選擇權09月28.0C,CJO,TWD,202509,2025/09/17,28.0,C,S,2880,1,0,4.46,0.01,1.51,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00240V5,CJO2025102400P,華南金選擇權10月24.0P,CJO,TWD,202510,2025/10/15,24.0,P,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00250I5,CJO2025092500C,華南金選擇權09月25.0C,CJO,TWD,202509,2025/09/17,25.0,C,S,2880,1,0,7.45,1.56,4.51,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00270U5,CJO2025092700P,華南金選擇權09月27.0P,CJO,TWD,202509,2025/09/17,27.0,P,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00360X5,CJO2025123600P,華南金選擇權12月36.0P,CJO,TWD,202512,2025/12/17,36.0,P,S,2880,1,0,9.3,3.4,6.35,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00250X5,CJO2025122500P,華南金選擇權12月25.0P,CJO,TWD,202512,2025/12/17,25.0,P,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00310I5,CJO2025093100C,華南金選擇權09月31.0C,CJO,TWD,202509,2025/09/17,31.0,C,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00300X5,CJO2025123000P,華南金選擇權12月30.0P,CJO,TWD,202512,2025/12/17,30.0,P,S,2880,1,0,4.06,0.01,1.11,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00320I5,CJO2025093200C,華南金選擇權09月32.0C,CJO,TWD,202509,2025/09/17,32.0,C,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00340V5,CJO2025103400P,華南金選擇權10月34.0P,CJO,TWD,202510,2025/10/15,34.0,P,S,2880,1,0,7.4,1.5,4.45,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00240I5,CJO2025092400C,華南金選擇權09月24.0C,CJO,TWD,202509,2025/09/17,24.0,C,S,2880,1,0,8.45,2.55,5.5,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00330U5,CJO2025093300P,華南金選擇權09月33.0P,CJO,TWD,202509,2025/09/17,33.0,P,S,2880,1,0,6.4,0.54,3.49,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00260L5,CJO2025122600C,華南金選擇權12月26.0C,CJO,TWD,202512,2025/12/17,26.0,C,S,2880,1,0,6.6,0.71,3.66,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00245I5,CJO2025092450C,華南金選擇權09月24.5C,CJO,TWD,202509,2025/09/17,24.5,C,S,2880,1,0,7.95,2.05,5.0,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00240J5,CJO2025102400C,華南金選擇權10月24.0C,CJO,TWD,202510,2025/10/15,24.0,C,S,2880,1,0,8.5,2.6,5.55,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00330J5,CJO2025103300C,華南金選擇權10月33.0C,CJO,TWD,202510,2025/10/15,33.0,C,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00230X5,CJO2025122300P,華南金選擇權12月23.0P,CJO,TWD,202512,2025/12/17,23.0,P,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00320J5,CJO2025103200C,華南金選擇權10月32.0C,CJO,TWD,202510,2025/10/15,32.0,C,S,2880,1,0,2.97,0.01,0.02,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00290U5,CJO2025092900P,華南金選擇權09月29.0P,CJO,TWD,202509,2025/09/17,29.0,P,S,2880,1,0,3.01,0.01,0.06,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00260J5,CJO2025102600C,華南金選擇權10月26.0C,CJO,TWD,202510,2025/10/15,26.0,C,S,2880,1,0,6.45,0.59,3.54,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00320U5,CJO2025093200P,華南金選擇權09月32.0P,CJO,TWD,202509,2025/09/17,32.0,P,S,2880,1,0,5.4,0.01,2.49,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00350U5,CJO2025093500P,華南金選擇權09月35.0P,CJO,TWD,202509,2025/09/17,35.0,P,S,2880,1,0,8.45,2.55,5.5,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00250L5,CJO2025122500C,華南金選擇權12月25.0C,CJO,TWD,202512,2025/12/17,25.0,C,S,2880,1,0,7.55,1.68,4.63,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00340U5,CJO2025093400P,華南金選擇權09月34.0P,CJO,TWD,202509,2025/09/17,34.0,P,S,2880,1,0,7.4,1.54,4.49,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00350V5,CJO2025103500P,華南金選擇權10月35.0P,CJO,TWD,202510,2025/10/15,35.0,P,S,2880,1,0,8.4,2.5,5.45,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00290V5,CJO2025102900P,華南金選擇權10月29.0P,CJO,TWD,202510,2025/10/15,29.0,P,S,2880,1,0,3.24,0.01,0.29,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00310J5,CJO2025103100C,華南金選擇權10月31.0C,CJO,TWD,202510,2025/10/15,31.0,C,S,2880,1,0,3.04,0.01,0.09,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00290I5,CJO2025092900C,華南金選擇權09月29.0C,CJO,TWD,202509,2025/09/17,29.0,C,S,2880,1,0,3.51,0.01,0.56,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00320V5,CJO2025103200P,華南金選擇權10月32.0P,CJO,TWD,202510,2025/10/15,32.0,P,S,2880,1,0,5.4,0.01,2.47,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00250J5,CJO2025102500C,華南金選擇權10月25.0C,CJO,TWD,202510,2025/10/15,25.0,C,S,2880,1,0,7.45,1.59,4.54,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00320L5,CJO2025123200C,華南金選擇權12月32.0C,CJO,TWD,202512,2025/12/17,32.0,C,S,2880,1,0,3.16,0.01,0.21,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00350I5,CJO2025093500C,華南金選擇權09月35.0C,CJO,TWD,202509,2025/09/17,35.0,C,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00300L5,CJO2025123000C,華南金選擇權12月30.0C,CJO,TWD,202512,2025/12/17,30.0,C,S,2880,1,0,3.7,0.01,0.75,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00260U5,CJO2025092600P,華南金選擇權09月26.0P,CJO,TWD,202509,2025/09/17,26.0,P,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00245J5,CJO2025102450C,華南金選擇權10月24.5C,CJO,TWD,202510,2025/10/15,24.5,C,S,2880,1,0,8.0,2.1,5.05,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00310U5,CJO2025093100P,華南金選擇權09月31.0P,CJO,TWD,202509,2025/09/17,31.0,P,S,2880,1,0,4.44,0.01,1.49,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00340L5,CJO2025123400C,華南金選擇權12月34.0C,CJO,TWD,202512,2025/12/17,34.0,C,S,2880,1,0,2.99,0.01,0.04,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00260I5,CJO2025092600C,華南金選擇權09月26.0C,CJO,TWD,202509,2025/09/17,26.0,C,S,2880,1,0,6.45,0.56,3.51,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00235V5,CJO2025102350P,華南金選擇權10月23.5P,CJO,TWD,202510,2025/10/15,23.5,P,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00330I5,CJO2025093300C,華南金選擇權09月33.0C,CJO,TWD,202509,2025/09/17,33.0,C,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00280U5,CJO2025092800P,華南金選擇權09月28.0P,CJO,TWD,202509,2025/09/17,28.0,P,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00280L5,CJO2025122800C,華南金選擇權12月28.0C,CJO,TWD,202512,2025/12/17,28.0,C,S,2880,1,0,4.88,0.01,1.93,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00290J5,CJO2025102900C,華南金選擇權10月29.0C,CJO,TWD,202510,2025/10/15,29.0,C,S,2880,1,0,3.78,0.01,0.83,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00350J5,CJO2025103500C,華南金選擇權10月35.0C,CJO,TWD,202510,2025/10/15,35.0,C,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00245U5,CJO2025092450P,華南金選擇權09月24.5P,CJO,TWD,202509,2025/09/17,24.5,P,S,2880,1,0,2.96,0.01,0.01,2025/09/12,0,0,No,
OPT,TAIFEX,CJO00340X5,CJO2025123400P,華南金選擇權12月34.0P,CJO,TWD,202512,2025/12/17,34.0,P,S,2880,1,0,7.3,1.43,4.38,2025/09/12,0,0,No,
